Player,Squad,League,Pos,Age,Min,PrgP,PrgC,KP,Cmp%,Tkl,Int,Recov,Crs
Hugo Magnetti,Brest,Ligue 1,MF,26,2323,80,21,6,84.9,52,18,111,18
Ismaila Sarr,Crystal Palace,Premier League,MF,26,2711,85,75,44,66,22,9,113,55
Jean Butez,Como,Serie A,GK,29,1666,1,0,1,78.2,0,0,43,0
Malang Sarr,Lens,Ligue 1,DF,25,1385,54,4,5,89.4,21,22,69,1
Mickael Nade,Saint-Étienne,Ligue 1,DF,25,2306,72,17,7,90,59,33,113,1
Pierre Lees-Melou,Brest,Ligue 1,MF,31,1526,105,23,19,85.3,48,12,125,22
Yann Karamoh,Torino,Serie A,"MF,FW",26,1046,28,37,9,67,5,3,42,23
Yoane Wissa,Brentford,Premier League,FW,27,2919,67,60,27,76.5,22,8,81,20
Yunis Abdelhamid,Saint-Étienne,Ligue 1,DF,36,1033,22,4,2,86.7,17,14,42,0
Yves Bissouma,Tottenham,Premier League,MF,27,1408,75,15,6,88.6,49,18,85,2
Amine Gouiri,Marseille,Ligue 1,"FW,MF",24,1048,20,17,26,80.9,5,1,24,57
Amine Gouiri,Rennes,Ligue 1,"MF,FW",24,1037,46,22,8,78.2,9,2,40,12
Bryan Mbeumo,Brentford,Premier League,FW,24,3414,141,130,70,66.1,49,14,156,202
Elisha Owusu,Auxerre,Ligue 1,MF,26,2344,78,8,14,81.8,73,42,154,8
Hernani,Parma,Serie A,MF,30,1327,78,29,25,75.3,47,19,68,33
Ibrahima Niane,Angers,Ligue 1,FW,25,943,9,19,9,68.4,7,2,32,2
Kenny Tete,Fulham,Premier League,DF,28,1774,63,34,9,80.8,56,32,74,38
Mahdi Camara,Brest,Ligue 1,"MF,FW",26,2659,111,58,26,85.8,71,33,98,46
Oumar Solet,Udinese,Serie A,DF,24,1672,65,20,17,88.5,33,17,92,9
Rayan Aït-Nouri,Wolves,Premier League,DF,23,3109,108,89,46,84.2,89,26,145,94
Ruben Aguilar,Lens,Ligue 1,"DF,MF",31,1124,74,32,11,80.3,34,13,79,47
Tanguy Ndombele,Nice,Ligue 1,MF,27,1131,61,22,18,87.2,35,14,67,3
Timothy Weah,Juventus,Serie A,"DF,FW",24,1638,56,45,19,83.7,36,14,60,44
Yacine Adli,Fiorentina,Serie A,MF,24,1234,103,24,23,80.7,32,6,77,63
Yehvann Diouf,Reims,Ligue 1,GK,24,3060,1,0,0,69.6,2,1,45,0
Youri Tielemans,Aston Villa,Premier League,MF,27,3026,235,39,60,82.2,84,23,145,119
Aleksandr Golovin,Monaco,Ligue 1,"MF,FW",28,1153,112,39,24,77.1,38,12,101,23
Bafodé Diakité,Lille,Ligue 1,DF,23,2766,90,15,3,93.2,31,27,139,4
Duje Ćaleta-Car,Lyon,Ligue 1,DF,27,1584,46,4,2,91,20,17,65,1
Farid El Melali,Angers,Ligue 1,FW,27,1893,43,62,25,69.9,28,16,100,87
Han-Noah Massengo,Auxerre,Ligue 1,MF,23,1046,28,13,3,84.7,17,17,57,9
Jonathan Gradit,Lens,Ligue 1,DF,31,2112,127,18,11,85.1,44,25,73,10
Jordan Lefort,Angers,Ligue 1,DF,30,3060,89,6,10,82.7,52,32,110,12
Khéphren Thuram,Juventus,Serie A,MF,23,2326,123,74,25,88.4,44,14,110,13
Leandro Paredes,Roma,Serie A,MF,30,1373,106,17,21,88,26,19,83,57
Léo Pétrot,Saint-Étienne,Ligue 1,DF,27,2634,93,28,16,80.4,62,42,115,51
Matz Sels,Nott'ham Forest,Premier League,GK,32,3420,2,1,2,52,1,0,17,0
Maxence Caqueret,Como,Serie A,MF,24,1087,76,15,19,83.1,36,7,69,16
Rafael Leão,Milan,Serie A,FW,25,2323,93,123,58,74.2,16,6,66,55
Sofiane Diop,Nice,Ligue 1,"MF,FW",24,1064,64,26,24,77.2,23,17,73,33
Théo Sainte-Luce,Montpellier,Ligue 1,DF,25,1018,22,19,8,74.1,24,12,38,23
Téji Savanier,Montpellier,Ligue 1,MF,32,2363,183,26,67,69.6,29,15,117,199
Wesley Fofana,Chelsea,Premier League,DF,23,1172,32,19,6,90.2,13,14,54,1
William Saliba,Arsenal,Premier League,DF,23,3039,138,16,7,94.3,62,21,154,3
Yann Gboho,Toulouse,Ligue 1,"MF,FW",23,2333,103,116,30,74.2,31,6,107,26
Youssouf Fofana,Milan,Serie A,MF,25,2504,176,44,23,85.7,56,19,151,10
Zeki Çelik,Roma,Serie A,DF,27,2256,106,28,19,82.2,62,15,75,42
Arnaud Kalimuendo,Rennes,Ligue 1,"FW,MF",22,2578,72,50,19,78.8,19,4,63,13
Balthazar Pierret,Lecce,Serie A,MF,24,1723,82,13,10,83.6,51,19,93,9
Bruno Guimarães,Newcastle Utd,Premier League,MF,26,3271,271,64,52,82.4,83,29,188,28
Domagoj Bradarić,Hellas Verona,Serie A,DF,24,1933,46,30,25,72.4,36,15,80,78
Evann Guessand,Nice,Ligue 1,"FW,MF",23,2565,79,87,32,73.3,44,15,98,36
Gautier Larsonneur,Saint-Étienne,Ligue 1,GK,27,3060,0,0,1,66,1,0,41,0
Georges Mikautadze,Lyon,Ligue 1,FW,23,1449,54,37,21,76.5,7,4,44,9
Haris Belkebla,Angers,Ligue 1,MF,30,1792,69,8,5,87.6,56,35,90,3
Hicham Boudaoui,Nice,Ligue 1,MF,24,2435,124,54,22,83.2,76,22,175,17
Jean-Charles Castelletto,Nantes,Ligue 1,"DF,MF",29,2620,87,21,2,88.6,34,25,91,9
Jean-Ricner Bellegarde,Wolves,Premier League,"MF,FW",26,1677,43,52,27,79.3,39,10,62,44
Joachim Andersen,Fulham,Premier League,DF,28,2583,112,16,4,82.7,27,34,122,12
Joris Chotard,Montpellier,Ligue 1,MF,22,1892,80,20,7,81.8,39,19,90,30
Lucas Da Cunha,Como,Serie A,MF,23,2613,154,63,55,84.5,45,17,157,102
Mama Samba Baldé,Brest,Ligue 1,FW,28,1149,22,35,16,72.3,13,6,37,10
Marcin Bułka,Nice,Ligue 1,GK,24,3060,2,0,1,80.9,0,0,62,0
Marshall Munetsi,Reims,Ligue 1,MF,28,1692,26,8,19,68.5,36,17,72,11
Marshall Munetsi,Wolves,Premier League,"MF,FW",28,1078,10,9,9,71.7,24,6,35,10
Mathias Pereira Lage,Brest,Ligue 1,"FW,MF",27,1571,41,32,22,62.9,37,20,77,99
Melvin Bard,Nice,Ligue 1,"DF,MF",23,1938,88,53,15,77.4,53,29,124,60
Pierre Kalulu,Juventus,Serie A,DF,24,2337,117,48,11,93.1,41,17,95,22
Raoul Bellanova,Atalanta,Serie A,DF,24,2402,87,83,34,77.3,24,18,117,156
Rayan Cherki,Lyon,Ligue 1,"FW,MF",20,2041,206,106,75,78.5,15,7,83,118
Stephy Mavididi,Leicester City,Premier League,FW,26,1615,57,91,22,75,34,11,83,69
Abdoulaye Niakhate Ndiaye,Brest,Ligue 1,DF,22,1707,39,5,1,86.4,49,11,72,2
Adrien Truffert,Rennes,Ligue 1,"DF,MF",22,2752,104,69,39,78.9,61,27,139,145
Aimen Moueffek,Saint-Étienne,Ligue 1,MF,23,1039,43,20,10,84.8,20,5,59,4
Andy Diouf,Lens,Ligue 1,MF,21,2225,116,82,33,79.5,37,15,154,30
Dan Ndoye,Bologna,Serie A,FW,23,2143,74,132,27,73.7,26,9,89,44
Dilane Bakwa,Strasbourg,Ligue 1,"MF,DF",21,2497,129,107,47,72.9,26,15,92,153
Facundo Medina,Lens,Ligue 1,DF,25,2543,174,46,24,87.6,44,32,165,16
Flavius Daniliuc,Hellas Verona,Serie A,DF,23,1004,38,8,2,83.5,26,7,44,6
Jeremy Doku,Manchester City,Premier League,"FW,MF",22,1516,69,213,32,79.1,31,4,63,59
Jonathan Clauss,Nice,Ligue 1,"DF,MF",31,2303,105,53,55,71.9,52,48,114,190
Jonathan David,Lille,Ligue 1,FW,24,2554,65,40,36,82.1,24,7,66,4
Lesley Ugochukwu,Southampton,Premier League,MF,20,1655,49,29,14,85,50,14,67,6
Lilian Brassier,Rennes,Ligue 1,DF,24,1234,75,21,6,85.6,15,22,59,9
Lorenz Assignon,Rennes,Ligue 1,"DF,MF",24,2357,116,98,29,78,49,25,110,70
Lucas Chevalier,Lille,Ligue 1,GK,22,3060,1,0,3,79.6,3,0,70,0
Lucas Paquetá,West Ham,Premier League,"MF,FW",26,2380,155,26,36,77.3,66,18,149,29
Luis Henrique,Marseille,Ligue 1,"DF,FW",22,2613,143,84,53,81,16,10,116,97
Malo Gusto,Chelsea,Premier League,DF,21,1862,119,50,22,86.5,45,24,119,53
Matthis Abline,Nantes,Ligue 1,FW,21,2768,48,75,27,65.2,11,4,83,30
Moise Kean,Fiorentina,Serie A,FW,24,2704,26,42,19,69.9,7,6,52,9
Oussama Targhalline,Le Havre,Ligue 1,MF,22,990,66,25,6,79.6,19,19,43,16
Pape Matar Sarr,Tottenham,Premier League,MF,21,1913,88,33,15,86.4,49,30,115,14
Pedro Chirivella,Nantes,Ligue 1,MF,27,2348,170,16,19,85.1,44,19,116,19
Quentin Merlin,Marseille,Ligue 1,DF,22,1589,86,40,25,82.4,22,14,69,95
Radosław Majecki,Monaco,Ligue 1,GK,24,1350,1,0,0,74.7,0,0,19,0
Saidou Sow,Strasbourg,Ligue 1,DF,22,1018,16,0,2,90.7,9,15,36,0
Sinaly Diomande,Auxerre,Ligue 1,DF,23,1945,72,8,4,84.6,39,30,86,1
Strahinja Pavlović,Milan,Serie A,DF,23,1864,94,40,6,88.2,52,16,67,10
Timothee Pembele,Le Havre,Ligue 1,DF,21,1113,43,27,3,81.5,30,11,46,28
Trevoh Chalobah,Chelsea,Premier League,DF,25,910,37,4,3,90,11,10,29,3
Trevoh Chalobah,Crystal Palace,Premier League,DF,25,1060,34,11,4,79,20,19,56,7
Wout Faes,Leicester City,Premier League,DF,26,2815,86,12,4,88,42,26,90,5
Amadou Onana,Aston Villa,Premier League,MF,22,1617,75,29,10,87.7,55,26,72,2
Arthur Desmas,Le Havre,Ligue 1,GK,30,1620,0,0,1,78.7,0,0,12,0
Azor Matusiwa,Rennes,Ligue 1,MF,26,2078,134,19,17,87.1,64,34,134,1
Bradley Barcola,Paris S-G,Ligue 1,FW,21,2181,96,137,50,81.7,27,19,67,25
Carlos Baleba,Brighton,Premier League,MF,20,2661,118,43,21,87.4,79,46,197,9
Christopher Wooh,Rennes,Ligue 1,DF,22,1456,59,14,2,87.1,36,23,53,0
Dango Ouattara,Bournemouth,Premier League,FW,22,2005,43,79,35,60,35,11,92,88
Deiver Machado,Lens,Ligue 1,"DF,MF",30,1805,45,42,20,83.6,36,16,89,51
Désiré Doué,Paris S-G,Ligue 1,"FW,MF",19,1730,139,97,55,82.3,48,13,93,78
Edon Zhegrova,Lille,Ligue 1,"FW,MF",25,978,54,37,16,76,5,4,42,58
Emerson Palmieri,West Ham,Premier League,DF,29,2113,66,47,16,79.9,60,21,84,64
Enzo Tchato,Montpellier,Ligue 1,DF,21,1899,62,44,14,75,48,22,60,77
Falaye Sacko,Montpellier,Ligue 1,DF,29,1233,59,21,7,83.6,14,13,52,12
Fali Candé,Venezia,Serie A,DF,26,1530,47,5,4,81,25,15,79,7
Florian Tardieu,Saint-Étienne,Ligue 1,MF,32,1252,139,11,19,85.8,18,15,83,24
Frank Magri,Toulouse,Ligue 1,"FW,MF",24,1516,25,17,9,70.9,8,4,21,4
Félix Lemaréchal,Strasbourg,Ligue 1,"MF,FW",20,1779,58,35,29,79.4,35,14,62,26
Gabriel Gudmundsson,Lille,Ligue 1,DF,25,1785,91,71,16,82.1,36,17,83,59
Gianluigi Donnarumma,Paris S-G,Ligue 1,GK,25,2091,0,0,0,87.3,1,0,40,0
Gideon Mensah,Auxerre,Ligue 1,DF,26,2280,93,52,22,79.9,68,50,172,76
Habib Diarra,Strasbourg,Ligue 1,"MF,FW",20,2352,116,61,27,83,22,13,90,54
Ismaël Doukouré,Strasbourg,Ligue 1,"DF,MF",21,2639,116,20,11,88.7,40,25,103,1
Jens Cajuste,Ipswich Town,Premier League,MF,24,1959,59,26,13,82.6,44,28,107,10
Jim Allevinah,Angers,Ligue 1,FW,29,1750,48,57,15,75.2,19,12,88,34
Junior Mwanga,Le Havre,Ligue 1,MF,21,952,42,15,7,82.2,26,8,61,21
Kamaldeen Sulemana,Southampton,Premier League,"FW,MF",22,1402,27,63,10,79.8,22,6,63,26
Kamory Doumbia,Brest,Ligue 1,"MF,FW",21,1322,72,17,26,80.5,41,28,87,48
Leny Yoro,Manchester Utd,Premier League,DF,18,1165,52,19,2,92.4,29,18,46,1
Louis Mouton,Saint-Étienne,Ligue 1,MF,22,1045,54,18,16,80.2,49,10,63,21
Maghnes Akliouche,Monaco,Ligue 1,"FW,MF",22,2406,173,127,49,81.3,51,15,131,53
Marco Bizot,Brest,Ligue 1,GK,33,2880,1,0,0,69.1,2,0,34,0
Nuno Mendes,Paris S-G,Ligue 1,DF,22,1676,127,58,30,86.9,30,18,108,60
Pablo Rosario,Nice,Ligue 1,"MF,DF",27,1775,89,17,16,85,30,31,60,3
Przemysław Frankowski,Lens,Ligue 1,DF,29,1387,117,33,20,80.1,32,19,61,78
Vanderson,Monaco,Ligue 1,DF,23,2064,102,57,23,77.7,76,39,153,59
Yassin Belkhdim,Angers,Ligue 1,MF,22,1523,37,17,5,80.9,53,21,74,16
Abdallah Sima,Brest,Ligue 1,"FW,MF",23,1238,24,36,13,69.6,15,1,61,16
Ado Onaiwu,Auxerre,Ligue 1,"MF,FW",28,957,33,17,10,73.3,11,3,45,7
Alexsandro Ribeiro,Lille,Ligue 1,DF,24,2700,178,25,9,91.2,32,27,175,8
Badredine Bouanani,Nice,Ligue 1,"MF,FW",19,1099,44,47,20,76.7,11,11,44,33
Christian Mawissa,Monaco,Ligue 1,DF,19,1501,44,13,1,87.5,42,26,70,3
Djed Spence,Tottenham,Premier League,DF,23,1792,105,59,11,85.4,47,21,109,25
Eliesse Ben Seghir,Monaco,Ligue 1,"MF,FW",19,1750,122,85,33,79.3,31,13,86,52
Emmanuel Agbadou,Reims,Ligue 1,DF,27,1260,77,10,8,87.9,25,19,85,1
Emmanuel Agbadou,Wolves,Premier League,DF,27,1410,31,6,4,85.4,30,12,83,2
Gabriel Suazo,Toulouse,Ligue 1,DF,26,2163,109,42,40,79.6,59,36,125,78
Guela Doué,Strasbourg,Ligue 1,DF,21,2717,173,51,11,83.4,65,34,162,46
Himad Abdelli,Angers,Ligue 1,"MF,FW",24,2842,207,107,39,82.1,48,26,193,44
Ionuț Radu,Venezia,Serie A,GK,27,1350,0,0,0,57.7,0,0,20,0
Ismaily,Lille,Ligue 1,DF,34,904,54,15,5,87.3,33,13,46,16
Johann Lepenant,Nantes,Ligue 1,MF,21,2048,89,25,8,80.3,68,18,89,16
Jubal,Auxerre,Ligue 1,DF,30,2640,33,1,6,86.8,60,25,90,0
Julien Le Cardinal,Brest,Ligue 1,DF,26,1378,39,7,5,86.4,27,33,48,6
Junya Ito,Reims,Ligue 1,"FW,MF",31,2690,133,100,82,66.8,45,13,135,234
Jérémy Jacquet,Rennes,Ligue 1,DF,19,927,40,8,4,83.5,26,27,41,3
Khalil Fayad,Montpellier,Ligue 1,"MF,FW",20,1028,50,25,7,82.9,31,10,74,20
Kévin Danois,Auxerre,Ligue 1,MF,20,1460,95,19,25,81.5,49,20,102,14
Lassine Sinayoko,Auxerre,Ligue 1,"FW,MF",24,2299,62,53,37,76.7,33,13,76,25
Lilian Raolisoa,Angers,Ligue 1,"DF,FW",24,1318,47,33,14,69.5,41,15,76,77
Mamadou Sarr,Strasbourg,Ligue 1,DF,18,2365,52,7,5,93.8,37,25,98,1
Mattia Viti,Empoli,Serie A,DF,22,2572,86,17,5,80.2,65,48,97,0
Mostafa Mohamed,Nantes,Ligue 1,FW,26,1252,20,11,6,64.8,18,10,50,4
Nathan Zeze,Nantes,Ligue 1,DF,19,1512,46,2,1,85.8,38,23,63,1
Nicolás Tagliafico,Lyon,Ligue 1,DF,31,1902,97,31,5,86.6,57,36,102,37
Nuno Tavares,Lazio,Serie A,DF,24,1686,111,98,33,78.7,28,21,104,126
Paul Joly,Auxerre,Ligue 1,DF,24,1009,51,28,16,68.7,49,25,56,55
Reda Belahyane,Hellas Verona,Serie A,MF,20,1658,73,22,16,83.7,36,10,109,3
Sael Kumbedi,Lyon,Ligue 1,DF,19,951,37,23,5,85.7,28,8,32,14
Soungoutou Magassa,Monaco,Ligue 1,MF,20,1025,63,6,7,84.6,47,21,90,7
Takumi Minamino,Monaco,Ligue 1,"MF,FW",29,2231,114,51,40,70.7,33,10,88,23
Thijs Dallinga,Bologna,Serie A,FW,23,1154,17,9,12,71.7,10,1,35,3
Valentin Atangana Edoa,Reims,Ligue 1,MF,18,2854,93,41,12,86,69,37,117,17
